cod_especie,nom_especie,nom_popular,nom_familia,cod_especie_imp,num_hematocrito_esp,nom_ingles,ind_especie,cod_raca,nom_raca,ind_ani_silvestre,ind_porte,cod_pelagem,tip_pelagem
1,CANINA,CANINA,CANINA,,45.0,,OU,229,CAO D´AGUA PORTUGUES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,339,CÃO DE CRISTA CHINÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,421,CARNIE TERRIER,N,,,
9,REPTIL,REPTIL,,,,,OU,14,CASCAVEL,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,133,CAVALIER KING CHARLES SPANIEL,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,154,CERTOSINA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,303,CESKY TERRIER,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,342,CHARTREUX,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,107,CHIHUAHUA,N,,,
27,OUTROS,OUTROS,OUTROS,,,,OU,244,CHINCHILA,S,P,,
18,ROEDOR,ROEDOR,,,,,OU,244,CHINCHILA,S,P,,
1,CANINA,CANINA,CANINA,,45.0,,OU,262,CHINESE CRESTED,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,31,CHOW CHOW,N,,,
23,ANATIDEO,ANATIDEO,ANATIDEO,,,,OU,289,CIGNUS OLLOZ,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,256,CIMARRON,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,341,CIRNECO DO ETNA,N,,,
16,AVE,AVE,,,,,OU,288,CISNE BRANCO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,242,CLUMBER SPANIEL,N,,,
9,REPTIL,REPTIL,,,,,OU,404,COBRA,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,13,COCKER SPANIEL,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,37,COCKER SPANIEL AMERICANO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,38,COCKER SPANIEL INGLES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,425,CODORNA,N,,,
16,AVE,AVE,,,,,OU,425,CODORNA,N,,,
13,CUNICULA,CUNICULA,,,,,OU,274,COELHO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,76,COLLIE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,340,COLLIE BARBUDO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,469,CORGI,N,P,,
9,REPTIL,REPTIL,,,,,OU,444,CORN SNAKE,S,P,95.0,
2,FELINA,FELINA,FELINA,,37.0,,OU,253,CORNISH REX,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,417,CORSO CANI,N,,,
16,AVE,AVE,,,,,OU,405,CORUJA,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,201,COTTON DE TULEAR,N,,,
27,OUTROS,OUTROS,OUTROS,,,,OU,273,CUNILIDEO,S,,,
16,AVE,AVE,,,,,OU,277,CURIÓ,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,401,DACHSBRACO ALPINO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,21,DACHSHUND,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,368,"DACHSHUND PÊLO DURO
",N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,369,"DACHSHUND PÊLO LONGO
",N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,1,DALMATA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,338,DANDIE DINMONT TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,304,DEUTSCHER JAGDTERRIER,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,54,DEVON REX,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,426,DIAMOND GOLD,N,,,
16,AVE,AVE,,,,,OU,426,DIAMOND GOLD,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,363,DINAMARQUES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,128,DOBERMANN,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,100,DOGO ARGENTINO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,15,DOGUE ALEMAO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,121,DOGUE DE BORDEAUX,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,252,ELKHOUND NORUEGUES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,336,EPAGNEUL BRETON,N,,,
18,ROEDOR,ROEDOR,,,,,OU,337,ESQUILO DA MONGÓLIA,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,152,EUROPEIA,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,92,EXOTICO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,406,FAISÃO,S,,,
16,AVE,AVE,,,,,OU,464,FALCAO,S,,,
10,MUSTELIDAE,MUSTELIDAE,,,,,OU,267,FERRET,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,32,FILA BRASILEIRO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,228,FLAT COATED RETRIEVER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,122,FOX HOUND,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,34,FOX PAULISTINHA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,39,FOX TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,167,FOX TERRIER BRASILEIRO,N,,,
28,Mustela putorius,FURAO,Mustela putorius,,,,OU,87,FURÃO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,212,GALGO,N,,,
18,ROEDOR,ROEDOR,,,,,OU,407,GALINHA,S,,,
16,AVE,AVE,,,,,OU,445,GALO,S,M,,M
16,AVE,AVE,,,,,OU,465,GAVIAO,S,,,
18,ROEDOR,ROEDOR,,,,,OU,446,GERBIL,S,,,
3,BOVINA,BOVINA,BOVINA,,,,OU,143,GIROLANDA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,29,GOLDEN RETRIEVER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,408,GOLO,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,264,GOS D' ATURA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,362,GRANDE CÃO JAPONÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,140,GREYHOUND ITALIANO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,261,GRIFFON DE BRUXELAS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,241,GRIFON BELGA,N,,,
18,ROEDOR,ROEDOR,,,,,OU,146,HAMSTER,N,,,
33,ATELERIX ALBIVENTRIS,Atelerix albiventris,Atelerix albiventris,,,,OU,455,HEDGEHOG,S,P,27.0,
2,FELINA,FELINA,FELINA,,37.0,,OU,51,HIMALAIO,N,,,
3,BOVINA,BOVINA,BOVINA,,,,OU,7,HOLANDES,N,,,
3,BOVINA,BOVINA,BOVINA,,,,OU,155,HOLANDESA PRETA E BRANCA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,126,HOVAWART,N,,,
