cod_setor,cod_grp_prod,ind_sit_produto,nom_grp_produto,sigla_grp_prod,cod_produto,id_produto,nom_prod_compra,ind_prod_estocavel,cod_unid_estoque,sigla_unid_estoque,nom_unid_estoque,cod_unid_consumo,sigla_unid_consumo,nom_unid_consumo,cod_fabricante
69,85,AP,PET SHOP - ALIMENTO PARA PASSAROS,PET,2900,7898348033872,BARRITAS CANÁRIO - 2 BASTÕES - 60 G,S,7,CX,CAIXA,7,CX,CAIXA,297.0
69,85,AP,PET SHOP - ALIMENTO PARA PASSAROS,PET,2901,7898348033858,BARRITAS CALOPSITA - 2 BASTÕES - 60 G,S,7,CX,CAIXA,7,CX,CAIXA,297.0
69,85,AP,PET SHOP - ALIMENTO PARA PASSAROS,PET,2907,7898939851090,ZOOFOOD MIX LEG. FRUTAS CER. (PASSAROS) 350 G,S,19,FR,FRASCO,19,FR,FRASCO,299.0
69,85,AP,PET SHOP - ALIMENTO PARA PASSAROS,PET,2908,7898939851120,ZOOFOOD HAMSTER (ROEDORES) 450 G,S,19,FR,FRASCO,19,FR,FRASCO,299.0
69,42,IN,PET SHOP - MEDICAMENTO,MED,2912,7898195860294,ORGANNACT ERITROS DOG TABS_,S,19,FR,FRASCO,19,FR,FRASCO,154.0
69,64,AP,PET SHOP - PETISCOS/0SS0S/PASTAS,RAC,2913,7898195863714,OMEGA TOP 3  AGENER (1000 MG),S,19,FR,FRASCO,19,FR,FRASCO,154.0
69,64,AP,PET SHOP - PETISCOS/0SS0S/PASTAS,RAC,2919,7896563594086,SÃO PET OSSINHOS COMESTÍVEIS - 390 G,S,7,CX,CAIXA,7,CX,CAIXA,302.0
69,42,IN,PET SHOP - MEDICAMENTO,MED,2923,7898195860690,ORGANNACT ERITROS CAT 30 ML_,S,19,FR,FRASCO,19,FR,FRASCO,154.0
69,64,AP,PET SHOP - PETISCOS/0SS0S/PASTAS,RAC,2935,615650260270,DINGO DENTAL BONE MINI C/ 07 UNID. - 85 G,S,46,PCT,PACOTE,46,PCT,PACOTE,147.0
69,64,AP,PET SHOP - PETISCOS/0SS0S/PASTAS,RAC,2936,615650330263,DINGO MINI MEAT IN THE MIDDLER (8 UNID) - 104 G,S,46,PCT,PACOTE,46,PCT,PACOTE,147.0
69,64,AP,PET SHOP - PETISCOS/0SS0S/PASTAS,RAC,2937,7898401960206,HAPPY HOUR - V.L.P.DOG - 20 G,S,46,PCT,PACOTE,46,PCT,PACOTE,305.0
69,64,AP,PET SHOP - PETISCOS/0SS0S/PASTAS,RAC,2938,7896588919765,MAX SNACK - 75 G,S,46,PCT,PACOTE,46,PCT,PACOTE,304.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,2939,7891000037218,PURINA PRO PLAN CÃES FILHOTES PUPPY - 1 KG,S,58,SC,SACO,58,SC,SACO,58.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,2940,7891000037195,PURINA PRO PLAN CÃES FILHOTES PUPPY SENSITIVE - 3 KG,S,58,SC,SACO,58,SC,SACO,58.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,2941,7506195149942,EUKANUBA SMALL BREED PUPPY - 3 KG,S,58,SC,SACO,58,SC,SACO,306.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,2943,7506195128954,"EUKANUBA ADULT TOY POODLE - 1,5 KG",S,58,SC,SACO,58,SC,SACO,306.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,2944,7506195149843,"EUKANUBA ADULT SMALL BREED - 1,5 KG",S,58,SC,SACO,58,SC,SACO,306.0
69,60,IN,PET SHOP - ALIMENTO CÃES,RAC,2949,052742997407,HILLS SCIENCE DIET FILHOTES PED. PEQ. - 1 KG_,S,58,SC,SACO,58,SC,SACO,310.0
69,60,IN,PET SHOP - ALIMENTO CÃES,RAC,2950,052742949703,HILLS  ADULTO 7+  PED. PEQ. LONGEVIDADE ATIVA - 1 KG_,S,58,SC,SACO,58,SC,SACO,310.0
69,60,IN,PET SHOP - ALIMENTO CÃES,RAC,2951,052742998206,HILLS ADULTO PED. PEQ MANUTENÇÃO SAUDAVEL - 1 KG_,S,58,SC,SACO,58,SC,SACO,310.0
69,60,IN,PET SHOP - ALIMENTO CÃES,RAC,2952,052742952802,HILLS SCIENCE DIET ADULTO LIGHT PED. PEQ. - 1 KG_,S,58,SC,SACO,58,SC,SACO,310.0
69,60,IN,PET SHOP - ALIMENTO CÃES,RAC,2953,052742168708,HILLS SCIENCE DIET ADULTO RAÇAS PEQ. MINIATURA - 1 KG,S,58,SC,SACO,58,SC,SACO,310.0
69,60,IN,PET SHOP - ALIMENTO CÃES,RAC,2955,052742168401,HILLS SCIENCE DIET FILHOTE RAÇA PEQ. MINIATURA - 1 KG,S,58,SC,SACO,58,SC,SACO,310.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,2961,7897348203759,GOLDEN FORM ADULTO FRANGO & ARROZ - 3 KG,S,58,SC,SACO,58,SC,SACO,74.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,2994,7898917917497,PETMAIS ECOPADS TAP. HIG. P/ CÃES (12UNID 80X60),S,58,SC,SACO,58,SC,SACO,119.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3000,7896181211914,R CANIN MEDIUM CÃES JUNIOR - 3 KG,S,58,SC,SACO,58,SC,SACO,77.0
69,77,AN,PET SHOP - HIGIENE AMBIENTE,PET,3004,7898354320256,TAPETES HIGIÊNICO INTERNAÇÃO (UNIDADE),S,64,UND,UNIDADE,64,UND,UNIDADE,85.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3005,3005,XIXI TOYS SANITARIO HIGIENICO PET - REF 1700,S,64,UND,UNIDADE,64,UND,UNIDADE,309.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3006,7898917734315,DOGS CARE FRALDAS DESC. MACHO GG (6UNID),S,46,PCT,PACOTE,46,PCT,PACOTE,307.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3007,7898917734339,DOGS CARE FRALDAS DESC. MACHO M (6UNID),S,46,PCT,PACOTE,46,PCT,PACOTE,307.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3008,7898917734322,DOGS CARE FRALDAS DESC. MACHO G (6UNID),S,46,PCT,PACOTE,46,PCT,PACOTE,307.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3023,7896181213024,R CANIN CAT KITTEN 34 - 400G,S,58,SC,SACO,58,SC,SACO,77.0
69,60,IN,PET SHOP - ALIMENTO CÃES,RAC,3033,052742862408,"HILLS PRESCRIPTION DIET r/d CANINE - 3,8KG",S,58,SC,SACO,58,SC,SACO,310.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3039,7896181212560,"R CANIN CAT FIT 32 - 1,5KG",S,58,SC,SACO,58,SC,SACO,77.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3040,7896181213031,"R CANIN CAT KITTEN 34 - 1,5KG",S,58,SC,SACO,58,SC,SACO,77.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3041,7896181212805,"R CANIN CAT MOTHER BABYCAT 34 - 1,5KG",S,58,SC,SACO,58,SC,SACO,77.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3046,7891000082669,PURINA PRO PLAN CAT LIGHT FRANGO E ARROZ - 2KG,S,58,SC,SACO,58,SC,SACO,58.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3047,7891000067925,PURINA PRO PLAN CAT LIGHT FRANGO E ARROZ - 400G,S,58,SC,SACO,58,SC,SACO,58.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3048,7891000067659,PURINA PRO PLAN CAT ADULT SALMÃO E ARROZ - 400G,S,58,SC,SACO,58,SC,SACO,58.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3049,7891000060728,PURINA CAT CHOW ADULTO 1 A 7 ANOS DEL. CARNE - 3KG,S,58,SC,SACO,58,SC,SACO,58.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3052,7896029007112,WHISKAS CARNE - 1KG,S,58,SC,SACO,58,SC,SACO,311.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3055,7891000060629,PURINA CAT CHOW ADULTOS 1 A 7 ANOS DEL. CARNE - 1KG,S,58,SC,SACO,58,SC,SACO,58.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3056,7891000060605,"PURINA CAT CHOW GATINHOS LEITE, CARNE  - 1KG",S,58,SC,SACO,58,SC,SACO,58.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3058,7897348204312,PREMIER PET SACHÊ CÃES,N,64,UND,UNIDADE,64,UND,UNIDADE,
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3063,7897348204343,PREMIER PET GATOS ADULTO (PORÇÃO),N,341,DOSE,DOSE,341,DOSE,DOSE,
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3065,7891000082744,"PURINA PRO PLAN CAT ADULT SALMÃO, ARROZ - 2KG",S,58,SC,SACO,58,SC,SACO,58.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3068,7891000082768,"PURINA PRO PLAN CAT ADULT FRANGO, ARROZ - 2KG",S,58,SC,SACO,58,SC,SACO,58.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3071,7896015606466,PURINA DOG CHOW LIGHT - 1 KG,S,58,SC,SACO,58,SC,SACO,58.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3077,7898917918586,PETMAIS ELIMINADOR DE ODORES OCEAN - 2 L,S,19,FR,FRASCO,19,FR,FRASCO,119.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3078,7898917918593,PETMAIS ELIMINADOR DE ODORES TROPICAL - 2 L,S,19,FR,FRASCO,19,FR,FRASCO,119.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3079,7898944164338,GREEN PET CARE ELIMINADOR DE ODORES FLORAL - 2L,S,19,FR,FRASCO,19,FR,FRASCO,312.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3080,7898944164345,GREEN PET CARE ELIMINADOR DE ODORES HERBAL - 2L,S,19,FR,FRASCO,19,FR,FRASCO,312.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3083,7896029079607,WHISKAS PATE ATUM - 290 GR,S,19,FR,FRASCO,19,FR,FRASCO,311.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3084,7896029072615,WHISKAS ATUM PEDAÇOS AO MOLHO - 290 GR,S,19,FR,FRASCO,19,FR,FRASCO,311.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3085,7896029072622,WHISKAS CARNE PEDAÇOS AO MOLHO - 290 GR,S,19,FR,FRASCO,19,FR,FRASCO,311.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3088,7896181214113,ROYAL CANIN CAT SACHE INSTINCTIVE 12 - 85 G,S,57,SACHE,SACHE,57,SACHE,SACHE,313.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3089,7896181214144,ROYAL CANIN CAT SACHE INTENSE BEAUTY 12 - 85 G,S,57,SACHE,SACHE,57,SACHE,SACHE,313.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3090,7896181214137,ROYAL CANIN CAT SACHE KITTEN INSTINCTIVE 12 - 85 G,S,57,SACHE,SACHE,57,SACHE,SACHE,313.0
69,60,IN,PET SHOP - ALIMENTO CÃES,RAC,3094,052742801001,HILLS PRESCRIPTION DIET CANINE K/D - 370 G_,S,19,FR,FRASCO,19,FR,FRASCO,310.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3095,052742567006,HILLS PRESCRIPTION DIET -  A/D LATA,S,200,LT 156,LATA 156,200,LT 156,LATA 156,310.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3110,7896029074602,CHAMP CÃES FILHOTES - 1 KG,S,46,PCT,PACOTE,46,PCT,PACOTE,311.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3111,7896029074657,CHAMP CÃES ADULTO CARNE & VEGETAIS - 1 KG,S,46,PCT,PACOTE,46,PCT,PACOTE,311.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3113,3113,COLAR ELIZABETANO N. 6,S,64,UND,UNIDADE,64,UND,UNIDADE,302.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3118,3118,COLAR ELISABETANO,S,64,UND,UNIDADE,64,UND,UNIDADE,
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3119,3119,COLAR ELISABETANO,S,64,UND,UNIDADE,64,UND,UNIDADE,
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,3121,7896583627542,SÃO PET BANDEJA HIGIENICA S/ BORDA GATOS,S,64,UND,UNIDADE,64,UND,UNIDADE,302.0
69,64,AP,PET SHOP - PETISCOS/0SS0S/PASTAS,RAC,3123,7898401960046,VIP DOG CHOCOVINHOS (UNID),S,64,UND,UNIDADE,64,UND,UNIDADE,305.0
69,64,AP,PET SHOP - PETISCOS/0SS0S/PASTAS,RAC,3124,615650300006,DINGO OSSINHO DE COURO COM CARNE - 11G,S,64,UND,UNIDADE,64,UND,UNIDADE,147.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3127,3127,ALVAN BICHO DE PELUCIA - VAQUINHA,S,64,UND,UNIDADE,64,UND,UNIDADE,319.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3128,6947685002407,ALVAN PELUCIA EM FORMATO DE OSSO - YT3797,S,64,UND,UNIDADE,64,UND,UNIDADE,319.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3129,7898481307205,PETIX - LULU FOFINHO - 7205,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3130,7898481307229,PETIX - TIGER FOFINHO - 7229,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3132,7898491032555,TIGRE PELUCIA CHALESCO - 70518,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3134,7898491032579,GIRAFA PELUCIA CHALESCO - 70520,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3135,7898491032562,PATINHO PELUCIA CHALESCO - 70519,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3136,7898481307083,PETIX  - LOOFA SAFARI GIRAFA - 7083,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3137,3137,PET PARADISE CRAZY TOY - CT11,S,64,UND,UNIDADE,64,UND,UNIDADE,151.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3138,7898481306611,PETIX - BANANINHA - 6611,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3139,7898491032531,LEOPARDO PELUCIA CHALESCO - 70516,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3140,7898481307212,PETIX - FANTE FOFINHO - 7212,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3141,7898491032548,MICO PELUCIA CHALESCO - 70517,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3142,7898491031916,TOTOYS BOIA C/ CORDA FLEX CHALESCO - 70463,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3143,7898491031992,TOTOYS TUBO C/ CORDA FLEX CHALESCO - 70471,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3144,7898491031978,TOTOYS TRAÇÃO C/ CORDA FLEX CHALESCO - 70469,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3145,7898491032012,TOTOYS OSSO GD FLEX CHALESCO - 70473,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3146,7898492960208,MY PET DENTAL BONE NÓ PEQ. - 2121,S,64,UND,UNIDADE,64,UND,UNIDADE,315.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3147,871864002314,PS ORKA FLYER - 80231,S,64,UND,UNIDADE,64,UND,UNIDADE,122.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3148,7898491031923,TOTOYS DISCO FLEX CHALESCO - 70464,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3150,7898125110413,LIDER PET SAPO C/ BOIA,S,64,UND,UNIDADE,64,UND,UNIDADE,320.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3151,7898491031985,TOTOYS BOLA FLEX CHALESCO - 70470,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3155,871864001980,PS MINI SQUEAK CHAIN - 80198,S,64,UND,UNIDADE,64,UND,UNIDADE,122.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3158,7898481308950,PETIX LARRY - 8950,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3159,7898125110222,LIDER PET GARRAFA,S,64,UND,UNIDADE,64,UND,UNIDADE,320.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3161,7898125110437,LIDER PET ELEFANTE BOIA,S,64,UND,UNIDADE,64,UND,UNIDADE,320.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3162,7898491031954,TOTOYS LAÇO FLEX CHALESCO - 70467,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3163,7898481308943,PETIX - MAX -8943,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3164,7898481303153,PETIX - CHAVEIRO TIGER - 3153,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3165,7898492964626,MY PET BOLA OSSINHO - 2701E,S,64,UND,UNIDADE,64,UND,UNIDADE,315.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3166,7898497842431,MY PET OSSO NÓ - 2679,S,64,UND,UNIDADE,64,UND,UNIDADE,315.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3167,7898497842448,MY PET JORNAL - 2680,S,64,UND,UNIDADE,64,UND,UNIDADE,315.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3170,7898481301722,PETIX - RATON COMPRIDO - 1722,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3171,7898261900077,PETPIRA NOVELO DE LÃ C/ ERVA DO GATO (CATNIP),S,64,UND,UNIDADE,64,UND,UNIDADE,67.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3175,7898261900961,PETPIRA CAT FISHING COM CATNIP,S,64,UND,UNIDADE,64,UND,UNIDADE,67.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3176,7898481301630,PETIX - BOLA SISAL C/ BARULHO - 1630,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3179,8010690006376,NIPPY C/ 24 BAGS FERPLAST,S,64,UND,UNIDADE,64,UND,UNIDADE,117.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3180,7898003754180,PÁ DOSADORA ECCO - 2148,S,64,UND,UNIDADE,64,UND,UNIDADE,323.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3181,7898125118679,LIDER PET CADELA C/ FILHOTE,S,64,UND,UNIDADE,64,UND,UNIDADE,320.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3182,7896563508021,SÃO PET PÁ PLASTICA HIGIENICA,S,64,UND,UNIDADE,64,UND,UNIDADE,302.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3183,7898261900947,PETPIRA PEGA-PEGA CÃES,S,64,UND,UNIDADE,64,UND,UNIDADE,67.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3187,7898497844206,MY PET PÁ HIGIENICA P/ GATO - 2638,S,64,UND,UNIDADE,64,UND,UNIDADE,315.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3190,7898904626937,ESCOVA PQ CHALESCO - 70193,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3194,7898481304532,PETIX - RASQUEADEIRA AUT. N2 - 4532,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3195,7898904626944,PENTE GD CHALESCO - 70194,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3196,7898904626920,ESCOVA GD CHALESCO - 70192,S,64,UND,UNIDADE,64,UND,UNIDADE,19.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3197,7898481303559,PETIX - PENTE PATINHA N2 - 3559,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3200,7898926233076,BUSCADOG BUDDY TOOYS,S,64,UND,UNIDADE,64,UND,UNIDADE,326.0
69,107,AP,PET SHOP - COMEDOUROS E BEBEDOUROS,PET,3202,7898360461226,BEBEDOURO P/ BEIJA FLOR KISS - 122 (290 ML),S,64,UND,UNIDADE,64,UND,UNIDADE,73.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3203,7898492968044,MY PET BRINQ. PÁSSAROS TIKI BIRD 2T,S,64,UND,UNIDADE,64,UND,UNIDADE,315.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3204,7898481303757,PETIX - PENTE N 3 - 3757,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3205,7898261900725,PETPIRA POLEIRO NATURAL,S,64,UND,UNIDADE,64,UND,UNIDADE,67.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3206,7898261900954,PETPIRA PEGA-PEGA C/ CATNIP,S,64,UND,UNIDADE,64,UND,UNIDADE,67.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3212,7898481305775,POTE COOKIE ROSA - 5775,S,64,UND,UNIDADE,64,UND,UNIDADE,101.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3214,7896563601845,BOLA FRIZADA,S,64,UND,UNIDADE,64,UND,UNIDADE,302.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3215,3215,BOLA C/ OSSO/PATA,S,64,UND,UNIDADE,64,UND,UNIDADE,
69,106,IN,PET SHOP - BRINQUEDOS,PET,3218,7896563613008,BOLA ESPINHO PEQUENO,S,64,UND,UNIDADE,64,UND,UNIDADE,302.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3220,7897186048239,BOLA P/ CACHORRO FLUORESCENTE,S,64,UND,UNIDADE,64,UND,UNIDADE,330.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3221,7898490093700,BOLA DOGÃO MACIÇA 80MM,S,64,UND,UNIDADE,64,UND,UNIDADE,331.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3222,3222,CASINHA P/ BEIJA FLOR,S,64,UND,UNIDADE,64,UND,UNIDADE,73.0
69,107,AP,PET SHOP - COMEDOUROS E BEBEDOUROS,PET,3224,8003507041523,"BEBEDOURO BREAK RESERVE 1,5 LT - STEFANPLAST",S,64,UND,UNIDADE,64,UND,UNIDADE,317.0
69,106,AP,PET SHOP - BRINQUEDOS,PET,3233,3233,BOLINHAS MACIÇA PEQUENA,S,64,UND,UNIDADE,64,UND,UNIDADE,
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3234,7898927170097,EXTENSOR 10 CM,S,64,UND,UNIDADE,64,UND,UNIDADE,332.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3235,7898927170103,EXTENSOR 15 CM,S,64,UND,UNIDADE,64,UND,UNIDADE,332.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3236,7898927170110,EXTENSOR 20 CM,S,64,UND,UNIDADE,64,UND,UNIDADE,332.0
69,65,AP,PET SHOP - ACESSÓRIOS,PET,3237,7898927170080,GRADE DE PORTA,S,64,UND,UNIDADE,64,UND,UNIDADE,332.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3240,7896181213772,R CANIN CAT HYPOALLERGENIC,S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3243,7896181213758,"ROYAL CANIN CAT RENAL - 1,5KG",S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,61,IN,PET SHOP - ALIMENTO GATOS,RAC,3244,7896181213796,R CANIN CAT GASTRO INTESTINAL_,S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3248,7896181213680,"R CANIN DOG WEIGHT CONTROL - 1,5KG",S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3249,7896181213642,R CANIN DOG HEPATIC - 2 KG,S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3251,7896181213604,R CANIN DOG URINARY S/O - 2 KG,S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3252,7896181213666,R CANIN DOG CARDIAC - 2 KG,S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3253,7896181213529,R CANIN DOG RENAL - 2 KG,S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3254,7896181213581,"ROYAL CANIN DOG OBESITY - 1,5 KG",S,46,PCT,PACOTE,46,PCT,PACOTE,77.0
69,60,AP,PET SHOP - ALIMENTO CÃES,RAC,3255,7896181213567,ROYAL CANIN DOG GASTRO INTESTINAL LOW FAT LATA,N,46,PCT,PACOTE,46,PCT,PACOTE,
69,61,AP,PET SHOP - ALIMENTO GATOS,RAC,3256,7897348204404,PREMIER PET CÃES FILHOTES P/M (PORÇÃO),N,341,DOSE,DOSE,341,DOSE,DOSE,
69,111,AP,PET SHOP - VESTUÁRIO,PET,3259,3259,VESTIDO VERDE/ROSA LYU LYU,S,64,UND,UNIDADE,64,UND,UNIDADE,
69,111,AP,PET SHOP - VESTUÁRIO,PET,3261,7898417101372,MACACÃO PLUSH ESTAMPADO Nº 14,S,64,UND,UNIDADE,64,UND,UNIDADE,333.0
69,111,AP,PET SHOP - VESTUÁRIO,PET,3264,7898417100207,MACACÃO PLUSH Nº 16,S,64,UND,UNIDADE,64,UND,UNIDADE,333.0
69,111,AP,PET SHOP - VESTUÁRIO,PET,3270,3270,VESTIDO LILAS LYU LYU,S,64,UND,UNIDADE,64,UND,UNIDADE,334.0
69,111,AP,PET SHOP - VESTUÁRIO,PET,3272,7898553891182,MEU BICHO CAPA TRICOT (G) - 4503,S,64,UND,UNIDADE,64,UND,UNIDADE,335.0
