cod_unid_oper,cod_clinica,cod_veterinario,cod_proprietario,cod_animal,nom_animal,cod_especie,nom_especie,cod_raca,nom_raca,cod_pelagem,pel,desc_pelagem,ind_ani_silvestre,dth_aniversario,ind_sexo,nro_micro_chip,nro_rg_animal,id_tatuagem,peso_animal,ind_porte,ind_pedigree,ind_castrado,ind_alergico,ind_ctrl_vacina,cod_antigo,nro_registro,ind_obito,dth_obito,ind_doacao,tip_pelagem,cod_anim_solic,ind_doenca_cronica,txt_alergia,txt_doenca_cronica,obs_animal,usr_codigo,ind_excluido,dth_exclusao,dth_cadastro,dat_ult_visita
1,2,4,137.0,115,NINA,1,CANINA,90,NAO REFERIDO,438.0,"(438,""PRETA E BRANCA"")",PRETA E BRANCA,N,1999-10-27,F,,33.62.286,,0.0,P,N,N,N,N,115.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,9344,10430.0,17281,NINA,1,CANINA,2,SRD CANINO,158.0,"(158,BRANCA/CARAMELA)",BRANCA/CARAMELA,N,2016-09-25,F,,,,5.3,P,,N,,S,,,N,,N, ,,,,,,,,,2016-11-04,
1,2,7,10701.0,17698,NINA,1,CANINA,2,SRD CANINO,566.0,"(566,TRICOLOR)",TRICOLOR,N,2011-03-23,F,,,PRETA E BRANCA,18.4,M,N,N,N,N,,,N,,N,C,,,,,,,,,2017-03-23,
1,2,4,3295.0,9366,NINA,1,CANINA,30,MALTES,111.0,"(111,BRANCA)",BRANCA,N,2006-02-24,F,,,,0.0,P,N,N,N,N,9366.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,5488.0,8966,NINA,2,FELINA,50,PERSA,10.0,"(10,AMARELA)",AMARELA,N,2002-01-05,F,,00002785309,,0.0,P,N,N,N,N,8966.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8,8977.0,14800,NINA,1,CANINA,29,GOLDEN RETRIEVER,241.0,"(241,CARAMELO)",CARAMELO,N,2014-08-01,F,,,,16.8,,,N,,S,,,N,,N, ,,,,,,,,,2014-09-12,
1,2,12210,9697.0,16008,NINA,1,CANINA,2,SRD CANINO,418.0,"(418,PRETA)",PRETA,N,2015-07-10,F,,,,23.6,M,,S,,S,,,N,,N, ,,,,,,,,,2015-09-10,2022-03-23
1,2,4,247.0,1238,NINA,1,CANINA,32,FILA BRASILEIRO,351.0,"(351,MARROM)",MARROM,N,1991-05-30,F,,,,0.0,P,N,N,N,N,1238.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11226,8136.0,13279,NINA,1,CANINA,44,YORKSHIRE TERRIER,439.0,"(439,""PRETA E CANELA"")",PRETA E CANELA,N,2013-03-11,F,,,,5.5,P,,S,,S,,,N,,N, ,,,,,,,,,2013-05-17,
1,2,9344,10708.0,17710,NINA,1,CANINA,2,SRD CANINO,133.0,"(133,""BRANCA E PRETA"")",BRANCA E PRETA,N,2013-10-28,F,,,,12.3,M,,N,,,,,N,,N, ,,,,,,,,,2017-03-28,
1,2,4,1051.0,1244,NINA,1,CANINA,90,NAO REFERIDO,351.0,"(351,MARROM)",MARROM,N,2001-04-05,F,,,,0.0,P,N,N,N,N,1244.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,383.0,3589,NINA,1,CANINA,90,NAO REFERIDO,351.0,"(351,MARROM)",MARROM,N,2003-06-21,F,,10 119 710,,0.0,P,N,N,N,N,3589.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,5225.0,9267,NINA,2,FELINA,90,NAO REFERIDO,566.0,"(566,TRICOLOR)",TRICOLOR,N,2007-05-12,F,,41152964 X,,0.0,P,N,N,N,N,9267.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,9344,10817.0,18454,NINA,1,CANINA,30,MALTES,111.0,"(111,BRANCA)",BRANCA,N,2017-10-30,F,,,,1.37,P,,N,,,,,N,,N, ,,,,,,,,,2018-01-13,
1,2,9344,7044.0,11205,NINA,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2004-04-20,F,,,,4.0,P,,S,,,,,S,2018-09-29 10:25:05.000,N,,,,,,,,,,2011-04-20,
1,2,8058,9116.0,15029,NINA,2,FELINA,3,SRD FELINO,519.0,"(519,RAJADA)",RAJADA,N,2014-09-22,F,,,,0.8,P,,N,,S,,,N,,N, ,,,,,,,,,2014-11-22,
1,2,7,7497.0,12797,NINA,1,CANINA,2,SRD CANINO,310.0,"(310,DOURADA)",DOURADA,N,2012-10-03,F,,,,2.8,P,,N,,S,,,N,,N, ,,,,,,,,,2012-11-22,
1,2,8,4072.0,16700,NINA,2,FELINA,3,SRD FELINO,364.0,"(364,""MARROM E BRANCA"")",MARROM E BRANCA,N,2015-12-02,F,,,,2.3,P,,N,,,,,N,,N, ,,,,,,,,,2016-04-02,
1,2,4,4614.0,7388,NINA,1,CANINA,90,NAO REFERIDO,151.0,"(151,BRANCA/AMARELA)",BRANCA/AMARELA,N,2006-09-28,F,,,,0.0,P,N,N,N,N,7388.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,934.0,5668,NINA,2,FELINA,90,NAO REFERIDO,467.0,"(467,PRETA/BRANCA)",PRETA/BRANCA,N,2005-01-18,F,,,,0.0,P,N,N,N,N,5668.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,9344,11539.0,19096,NINA,1,CANINA,2,SRD CANINO,439.0,"(439,""PRETA E CANELA"")",PRETA E CANELA,N,2014-08-01,F,,,,12.6,M,,S,,,,,N,,N, ,,,,,,,,,2018-10-01,
1,2,8058,6131.0,10323,NINA,1,CANINA,85,PUG,241.0,"(241,CARAMELO)",CARAMELO,N,2010-04-06,F,,48145023-3,,9.4,P,N,N,N,S,10320.0,,N,,N,,,,,,,,N,,2011-03-21,2010-08-11
1,2,12210,12953.0,21346,NINA,1,CANINA,85,PUG,0.0,,,N,2020-01-16,F,,,,10.0,,,N,,S,,,N,,N, ,,,,,,,,,2021-01-16,2021-09-07
1,2,7564,10203.0,16890,NINA,1,CANINA,120,CANE CORSO,485.0,"(485,PRETO)",PRETO,N,2016-03-15,F,,,,16.5,M,,N,,S,,,N,,N,C,,,,,,,,,2016-06-06,2021-09-07
1,2,8,10699.0,17691,NINA,1,CANINA,2,SRD CANINO,66.0,"(66,""BEGE / BRANCA"")",BEGE / BRANCA,N,2015-10-21,F,,,,14.2,P,,N,,,,,N,,N,C,,,,,,,,,2017-03-21,
1,2,10258,11059.0,18308,NINA,1,CANINA,30,MALTES,111.0,"(111,BRANCA)",BRANCA,N,2017-05-14,F,,,,2.2,P,,S,,,,,N,,N, ,,,,,,,,,2017-11-25,
1,2,4,1524.0,1899,NINA,1,CANINA,5,BOXER,351.0,"(351,MARROM)",MARROM,N,2000-07-15,F,,,,0.0,P,N,N,N,N,1893.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8280,3377.0,13859,NINA,1,CANINA,85,PUG,226.0,"(226,CARACTERISTICA)",CARACTERISTICA,N,2013-04-12,F,,,,5.8,P,,S,,,,,N,,N, ,,,,,,,,,2013-11-19,
1,2,7,3377.0,12573,NINA,1,CANINA,30,MALTES,111.0,"(111,BRANCA)",BRANCA,N,2012-02-04,F,,,,3.2,P,,S,,,,,N,,N,L,,,,,,,,,2012-09-04,
1,2,8,10603.0,17544,NINA,2,FELINA,3,SRD FELINO,390.0,"(390,MESCLADA)",MESCLADA,N,2015-01-31,F,,,,,P,,N,,,,,N,,N, ,,,,,,,,,2017-01-31,
1,2,8,9937.0,16397,NINA,1,CANINA,44,YORKSHIRE TERRIER,0.0,,,N,2015-03-17,F,,,,2.7,M,,S,,,,,N,,N,L,,,,,,,,,2016-01-02,
1,2,4,3354.0,4701,NINA,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2004-03-27,F,,,,0.0,P,N,N,N,N,4701.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,13416,5458.0,13296,NINA,2,FELINA,3,SRD FELINO,418.0,"(418,PRETA)",PRETA,N,2009-11-24,F,,,,2.1,P,,S,,S,,,N,,N, ,,,,,,,,,2013-05-24,2022-07-04
1,2,9344,11128.0,18429,NINA,2,FELINA,50,PERSA,10.0,"(10,AMARELA)",AMARELA,N,2016-09-06,F,,,,2.9,P,,N,,S,,,N,,N,C,,,,,,,,,2018-01-06,
1,2,12300,13787.0,22494,NINA,2,FELINA,3,SRD FELINO,0.0,,,N,2007-08-27,F,,,,3.6,,,,,,,,N,,N, ,,,,,,,,,2022-08-27,2022-10-11
1,2,7564,8204.0,13564,NINA,2,FELINA,3,SRD FELINO,111.0,"(111,BRANCA)",BRANCA,N,2013-03-22,F,,,,4.6,,,S,,S,,,N,,N, ,,,,,,,,,2013-08-22,2021-07-07
1,2,7,8460.0,13864,NINA,1,CANINA,85,PUG,229.0,"(229,CARACTERISTCA)",CARACTERISTCA,N,2011-08-20,F,,,,8.2,P,,S,,,,,N,,N, ,,,,,,,,,2013-11-20,
1,2,4,2360.0,3093,NINA,1,CANINA,16,PINSCHER,351.0,"(351,MARROM)",MARROM,N,1995-05-30,F,,,,0.0,P,N,N,N,N,3093.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,7067.0,11256,NINA,1,CANINA,75,WEIMARANER,4.0,"(4,ACINZENTADA)",ACINZENTADA,N,2008-08-14,F,,,,28.3,M,N,N,N,N,,,N,,N,,,,,,,,,,2011-05-07,
1,2,4,1504.0,1867,NINA,1,CANINA,21,DACHSHUND,95.0,"(95,""BLACK AND TAN"")",BLACK AND TAN,N,2000-02-11,F,,,,0.0,P,N,N,N,N,1867.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11226,11896.0,19722,NINA,1,CANINA,42,LHASA APSO,399.0,"(399,PARTICOLOR)",PARTICOLOR,N,2013-05-20,F,,,,6.0,M,,S,,,,,N,,N, ,,,,,,,,,2019-05-20,
1,2,4,1496.0,3105,NINA,1,CANINA,90,NAO REFERIDO,351.0,"(351,MARROM)",MARROM,N,2000-01-15,F,,,,0.0,P,N,N,N,N,3105.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,7733.0,12522,NINA,1,CANINA,10,POODLE,257.0,"(257,CHAMPANHE)",CHAMPANHE,N,2004-08-16,F,,,,11.3,M,,S,,,,,N,,N,,,,,,,,,,2012-08-16,
1,2,8790,10543.0,17940,NINA,1,CANINA,2,SRD CANINO,470.0,"(470,PRETA/CANELA)",PRETA/CANELA,N,2017-04-04,F,,,,10.0,M,,S,,S,,,N,,N, ,,,,,,,,,2017-07-04,
1,2,11913,2140.0,20205,NINA,1,CANINA,44,YORKSHIRE TERRIER,0.0,,,N,2019-03-19,F,,,,3.5,P,,S,,,,,N,,N, ,,,,,,,,,2019-12-02,
1,2,4,4771.0,7454,NINA,1,CANINA,45,TECKEL,351.0,"(351,MARROM)",MARROM,N,2005-04-24,F,,,,0.0,P,N,N,N,N,7454.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,1001.0,3653,NINA,1,CANINA,90,NAO REFERIDO,418.0,"(418,PRETA)",PRETA,N,2001-07-09,F,,,,4.3,P,N,N,N,N,3653.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,12300,12829.0,21169,NINA,1,CANINA,16,PINSCHER,439.0,"(439,""PRETA E CANELA"")",PRETA E CANELA,N,2014-07-17,F,,,,3.0,P,,N,,,,,N,,N, ,,,,,,,,,2020-11-16,
1,2,4,9051.0,14938,NINA,1,CANINA,16,PINSCHER,511.0,"(511,PRETO/CANELA)",PRETO/CANELA,N,2013-04-23,F,,,,4.1,P,,N,,,,,N,,N, ,,,,,,,,,2014-10-23,
1,2,4,8786.0,14425,NINA,1,CANINA,45,TECKEL,241.0,"(241,CARAMELO)",CARAMELO,N,2010-08-03,F,,,,7.9,P,,S,,,,,N,,N, ,,,,,,,,,2014-05-10,
1,2,4,5106.0,9534,NINA,1,CANINA,59,SHIH-TZU,399.0,"(399,PARTICOLOR)",PARTICOLOR,N,2008-08-28,F,,25551391-4,,0.0,P,N,N,N,N,9534.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,9646.0,15932,NINA,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2005-09-15,F,,,,,M,,S,,S,,,S,2018-10-10 13:01:53.208,N, ,,,,,,,,,2015-08-15,
1,2,7849,7982.0,13001,NINA,1,CANINA,10,POODLE,272.0,"(272,CINZA)",CINZA,N,2005-07-11,F,,,,7.1,P,,N,,S,,,N,,N, ,,,,,,,,,2013-01-31,
1,2,4,5674.0,9363,NINA,1,CANINA,22,SCHNAUZER MÉDIO,0.0,,,N,2009-03-16,F,,1,,5.8,,N,S,N,S,9363.0,,N,,N, ,,,,,,,N,,2011-03-21,2010-12-21
1,2,11913,12195.0,20204,NINA,1,CANINA,94,BULLDOG FRANCÊS,228.0,"(228,CARACT.)",CARACT.,N,2016-11-30,F,,,,14.5,M,,S,,,,,N,,N, ,,,,,,,,,2019-11-30,
1,2,4,8313.0,13930,NINA,1,CANINA,2,SRD CANINO,0.0,,,N,2012-12-09,F,,,,19.8,M,,S,,,,,N,,N, ,,,,,,,,,2013-12-09,
1,2,4,6318.0,10657,NINA,2,FELINA,11,SIAMES,231.0,"(231,CARACTERISTICA)",CARACTERISTICA,N,2007-12-24,F,,23.549.209-7,,3.5,P,N,N,N,N,10653.0,,N,,N,,,,,,,,N,,2011-03-21,2011-02-10
1,2,8,6133.0,14907,NINA,2,FELINA,3,SRD FELINO,345.0,"(345,MALHADA)",MALHADA,N,2011-10-16,F,,,,3.9,M,,N,,,,,N,,N, ,,,,,,,,,2014-10-16,
1,2,4,5578.0,10699,NINA,1,CANINA,90,NAO REFERIDO,421.0,"(421,""PRETA / CANELA"")",PRETA / CANELA,N,2008-11-01,F,,1,,12.6,M,N,N,N,S,10695.0,,N,,N,,,,,,,,N,,2011-03-21,2010-11-03
1,2,11913,1920.0,10823,NINA,1,CANINA,2,SRD CANINO,0.0,,,N,2010-09-28,F,,1,,23.1,,N,S,N,S,10819.0,,N,,N, ,,,,,,,N,,2011-03-21,2011-02-17
1,2,4,2391.0,3144,NINA,2,FELINA,11,SIAMES,231.0,"(231,CARACTERISTICA)",CARACTERISTICA,N,2002-07-01,F,,,,0.0,P,N,N,N,N,3144.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,5737.0,9502,NINA,1,CANINA,90,NAO REFERIDO,418.0,"(418,PRETA)",PRETA,N,2009-05-18,F,,,,0.0,P,N,N,N,N,9502.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,2500.0,8831,NINA,2,FELINA,90,NAO REFERIDO,141.0,"(141,BRANCA-CINZA)",BRANCA-CINZA,N,2007-11-20,F,,,,0.0,P,N,N,N,N,8831.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,9027.0,14888,NINA,2,FELINA,50,PERSA,303.0,"(303,CREME)",CREME,N,2011-06-11,F,,,,1.2,M,,S,,,,,S,2014-10-13 13:00:00.000,N, ,,,,,,,,,2014-10-11,
1,2,4,9003.0,14856,NINA,1,CANINA,44,YORKSHIRE TERRIER,410.0,"(410,PRATA/CANELA)",PRATA/CANELA,N,2011-07-30,F,,,,3.1,P,,,,,,,N,,N, ,,,,,,,,,2014-09-30,
1,2,4,1127.0,1351,NINA,1,CANINA,5,BOXER,111.0,"(111,BRANCA)",BRANCA,N,2001-06-28,F,,,,0.0,P,N,N,N,N,1351.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8,1986.0,15435,NINA,2,FELINA,3,SRD FELINO,392.0,"(392,""MEST. SIAMES"")",MEST. SIAMES,N,2014-07-16,F,,,,,P,,S,,,,,S,2016-06-28 18:29:45.000,N, ,,,,,,,,,2015-03-16,
1,2,12210,10659.0,17624,NINA,1,CANINA,30,MALTES,111.0,"(111,BRANCA)",BRANCA,N,2016-12-23,F,,,,5.0,P,,S,S,S,,,N,,N, ,,,animal alergico ao pentabiotico,,,,,,2017-02-25,
1,2,12877,12569.0,22401,NINA,1,CANINA,36,LABRADOR RETRIEVER,268.0,"(268,CHOCOLATE)",CHOCOLATE,N,2022-04-30,F,,,,3.8,G,,N,,S,,,S,2022-09-26 10:31:59.389,N,C,,,,,,,,,2022-07-09,2022-07-23
1,2,7,763.0,889,NINA,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2000-07-11,F,,212966005,,3.7,M,N,N,N,S,888.0,,S,2014-10-10 11:54:21.000,N,,,,,,,,N,,2011-03-21,2010-04-01
1,2,12877,5753.0,20258,NINA,1,CANINA,29,GOLDEN RETRIEVER,322.0,"(322,DOURADO)",DOURADO,N,2019-11-14,F,,,,37.2,G,,S,,S,,,N,,N,M,,,,,,,,,2019-12-19,2022-10-05
1,2,9344,13694.0,22369,NINA,1,CANINA,2,SRD CANINO,310.0,"(310,DOURADA)",DOURADA,N,2005-06-24,F,,,,11.0,M,,S,,,,,N,,N, ,,,,,,,,,2022-06-24,2022-07-12
1,2,4,5782.0,9616,NINA,1,CANINA,44,YORKSHIRE TERRIER,470.0,"(470,PRETA/CANELA)",PRETA/CANELA,N,2004-09-29,F,,4.104.759,,0.0,P,N,N,N,N,9616.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,3377.0,17849,NINA,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2006-05-23,F,,,,4.4,P,,S,,,,,N,,N, ,,,,,,,,,2017-05-23,
1,2,10258,8478.0,13899,NINA,1,CANINA,2,SRD CANINO,0.0,,,N,2007-12-02,F,,,,5.7,,,S,,S,,,S,2017-05-24 14:08:17.000,N, ,,,,,,,,,2013-12-02,
1,2,7,7403.0,11903,NINA,2,FELINA,3,SRD FELINO,118.0,"(118,""BRANCA / DOURADA"")",BRANCA / DOURADA,N,2011-02-10,F,,,,2.4,P,,S,,,,,N,,N,,,,,,,,,,2012-01-10,
1,2,7,2183.0,9512,NINA,1,CANINA,45,TECKEL,470.0,"(470,PRETA/CANELA)",PRETA/CANELA,N,2009-02-20,F,,,,10.2,P,N,N,N,N,9512.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,4455.0,6814,NINA,2,FELINA,90,NAO REFERIDO,272.0,"(272,CINZA)",CINZA,N,2006-07-01,F,,,,0.0,P,N,N,N,N,6814.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8058,10778.0,17829,NINA,1,CANINA,59,SHIH-TZU,399.0,"(399,PARTICOLOR)",PARTICOLOR,N,2013-03-24,F,,,,7.9,P,,S,,,,,N,,N, ,,,,,,,,,2017-05-13,
1,2,7,7178.0,11491,NINA,1,CANINA,40,AKITA,10.0,"(10,AMARELA)",AMARELA,N,2003-02-08,F,,,,21.6,G,N,N,N,S,,,N,,N,,,,,,,,,,2011-08-05,
1,2,10652,11656.0,19333,NINA,1,CANINA,2,SRD CANINO,66.0,"(66,""BEGE / BRANCA"")",BEGE / BRANCA,N,2004-06-27,F,,,,12.0,,,S,,,,,N,,N,C,,,,,,,,,2018-12-27,
1,2,4,1907.0,2439,NINA,1,CANINA,90,NAO REFERIDO,284.0,"(284,""CINZA/ BRANCA"")",CINZA/ BRANCA,N,2002-07-02,F,,,,0.0,P,N,N,N,N,2439.0,,N,,N,,,,,,,,N,,2011-03-21,2011-03-09
1,2,9344,5156.0,15935,NINA,1,CANINA,42,LHASA APSO,438.0,"(438,""PRETA E BRANCA"")",PRETA E BRANCA,N,2013-04-11,F,,,,7.1,M,,N,,S,,,N,,N, ,,,,,,,,,2015-08-17,2022-05-04
1,2,4,3606.0,5196,NINA,2,FELINA,6,ANGORA,111.0,"(111,BRANCA)",BRANCA,N,1998-12-06,F,,,,0.0,P,N,N,N,N,5196.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8,8548.0,15324,NINA,2,FELINA,3,SRD FELINO,442.0,"(442,""PRETA F"")",PRETA F,N,2014-11-09,F,,,,4.7,,,S,,S,,,N,,N,C,,,,,,,,,2015-02-09,
1,2,11226,10332.0,17187,NINA,1,CANINA,2,SRD CANINO,467.0,"(467,PRETA/BRANCA)",PRETA/BRANCA,N,2007-09-22,F,,,,23.7,M,,S,,,,,N,,N, ,,,,,,,,,2016-09-22,
1,2,7,1310.0,3563,NINA,1,CANINA,42,LHASA APSO,29.0,"(29,AREIA)",AREIA,N,2003-03-20,F,,,,12.1,P,N,N,N,S,3563.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,12300,9498.0,15685,NINA,1,CANINA,30,MALTES,111.0,"(111,BRANCA)",BRANCA,N,2015-04-12,F,,,,5.6,P,,S,,S,,,N,,N,M,,,,,,,,,2015-05-29,2022-09-26
1,2,8,2500.0,10119,NINA,2,FELINA,50,PERSA,127.0,"(127,""BRANCA E CINZA"")",BRANCA E CINZA,N,2009-06-10,F,,1,,0.0,P,N,N,N,N,10116.0,,N,,N,,,,,,,,N,,2011-03-21,2010-03-30
1,2,4,3334.0,4665,NINA,1,CANINA,10,POODLE,272.0,"(272,CINZA)",CINZA,N,2003-01-23,F,,,,0.0,P,N,N,N,N,4665.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11226,11566.0,19144,NINA,1,CANINA,59,SHIH-TZU,397.0,"(397,PARTCOLOR)",PARTCOLOR,N,2015-06-22,F,,,,5.2,M,,N,,,,,N,,N, ,,,,,,,,,2018-10-22,
1,2,4,3341.0,6172,NINA,2,FELINA,90,NAO REFERIDO,111.0,"(111,BRANCA)",BRANCA,N,2001-12-09,F,,,,0.0,P,N,N,N,N,6172.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,4889.0,7692,NINA,1,CANINA,90,NAO REFERIDO,470.0,"(470,PRETA/CANELA)",PRETA/CANELA,N,2007-03-06,F,,,,0.0,P,N,N,N,N,7692.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,1319.0,4336,NINA,2,FELINA,90,NAO REFERIDO,326.0,"(326,ESCAMA)",ESCAMA,N,1999-01-23,F,,,,0.0,P,N,N,N,N,4336.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,972.0,1318,NINA,1,CANINA,48,PIT BULL,467.0,"(467,PRETA/BRANCA)",PRETA/BRANCA,N,2001-03-29,F,,,,0.0,P,N,N,N,N,1318.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,5817.0,12450,NINA,1,CANINA,42,LHASA APSO,399.0,"(399,PARTICOLOR)",PARTICOLOR,N,2012-05-01,F,,,,5.2,M,,S,,S,,,N,,N,,,,,,,,,,2012-07-27,
1,2,12300,12222.0,20249,NINA,1,CANINA,29,GOLDEN RETRIEVER,0.0,,,N,2019-08-18,F,,,,38.2,,,S,,S,,,N,,N, ,,,,,,,,,2019-12-18,2021-06-18
1,2,4,1876.0,4052,NINA,1,CANINA,90,NAO REFERIDO,351.0,"(351,MARROM)",MARROM,N,1993-11-02,F,,,,0.0,P,N,N,N,N,4052.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8,10225.0,16934,NINA,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2014-06-25,F,,,,4.2,P,,S,,,,,N,,N, ,,,,,,,,,2016-06-25,
1,2,4,3321.0,4641,NINA,1,CANINA,10,POODLE,65.0,"(65,BEGE)",BEGE,N,2002-11-13,F,,,,0.0,P,N,N,N,N,4641.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,12210,8901.0,14660,NINA,1,CANINA,42,LHASA APSO,399.0,"(399,PARTICOLOR)",PARTICOLOR,N,2014-01-04,F,,,,7.6,P,,S,,,,,N,,N, ,,,,,,,,,2014-07-30,2021-12-04
1,2,12300,12407.0,20806,NINA,1,CANINA,2,SRD CANINO,0.0,,,N,2019-01-13,F,,,,8.6,,,S,,S,,,N,,N, ,,,,,,,,,2020-07-13,
1,2,8,9948.0,16414,NINA,1,CANINA,2,SRD CANINO,418.0,"(418,PRETA)",PRETA,N,2008-01-15,F,,,,8.6,P,,N,,S,,,N,,N, ,,,,,,,,,2016-01-06,
1,2,4,1644.0,4637,NINA,1,CANINA,42,LHASA APSO,399.0,"(399,PARTICOLOR)",PARTICOLOR,N,2003-09-13,F,,9597-5685 GENES,,0.0,P,N,N,N,N,4637.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,4422.0,11911,NINA,2,FELINA,3,SRD FELINO,524.0,"(524,""RAJADO DE CINZA"")",RAJADO DE CINZA,N,2011-09-27,F,,,,1.1,P,,N,,S,,,N,,N,,,,,,,,,,2012-01-12,
1,2,4,8973.0,14792,NINA,1,CANINA,2,SRD CANINO,467.0,"(467,PRETA/BRANCA)",PRETA/BRANCA,N,2006-04-05,F,,,,,M,,S,,,,,N,,N, ,,,,,,,,,2014-09-10,
1,2,4,408.0,4183,NINA,2,FELINA,90,NAO REFERIDO,34.0,"(34,AZUL)",AZUL,N,2003-04-10,F,,12.903.205,,0.0,P,N,N,N,N,4183.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,7747.0,13700,NINA,2,FELINA,3,SRD FELINO,567.0,"(567,TRIGRADA)",TRIGRADA,N,2013-07-26,F,,,,2.2,P,,N,,S,,,N,,N, ,,,,,,,,,2013-10-02,
1,2,12300,13730.0,22412,NINA,1,CANINA,2,SRD CANINO,0.0,,,N,2008-07-12,F,,,,7.4,,,S,,,,,N,,N, ,,,,,,,,,2022-07-12,2022-08-09
1,2,8,9939.0,16399,NINA,1,CANINA,21,DACHSHUND,15.0,"(15,AMARELA/PRETA)",AMARELA/PRETA,N,2015-01-02,F,,,,6.6,M,,N,,,,,N,,N,C,,,,,,,,,2016-01-02,
1,2,9344,12849.0,21202,NINA,2,FELINA,3,SRD FELINO,127.0,"(127,""BRANCA E CINZA"")",BRANCA E CINZA,N,2019-06-25,F,,,,2.0,P,,N,,,,,N,,N,C,,,,,,,,,2020-11-25,
1,2,7,3377.0,17906,NINA,1,CANINA,13,COCKER SPANIEL,268.0,"(268,CHOCOLATE)",CHOCOLATE,N,2016-12-25,F,,,,9.8,M,,S,,,,,N,,N, ,,,,,,,,,2017-06-20,
1,2,9344,12120.0,20103,NINA,1,CANINA,44,YORKSHIRE TERRIER,0.0,,,N,2019-05-29,F,,,,39.0,P,,N,,S,,,N,,N, ,,,,,,,,,2019-10-29,2022-10-05
1,2,4,7661.0,12389,NINA,1,CANINA,24,PASTOR ALEMAO,226.0,"(226,CARACTERISTICA)",CARACTERISTICA,N,2000-07-06,F,,,,,G,,S,,,,,N,,N,,,,,,,,,,2012-07-06,
1,2,10258,10752.0,17784,NINA,1,CANINA,2,SRD CANINO,553.0,"(553,TIGRADA)",TIGRADA,N,2017-02-19,F,,,,9.5,P,,N,,S,,,N,,N, ,,,,,,,,,2017-04-24,
1,2,4,1439.0,1768,NINA,2,FELINA,90,NAO REFERIDO,111.0,"(111,BRANCA)",BRANCA,N,2000-05-30,F,,,,0.0,P,N,N,N,N,1768.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,1130.0,12746,NINA,1,CANINA,16,PINSCHER,439.0,"(439,""PRETA E CANELA"")",PRETA E CANELA,N,2008-11-08,F,,,,2.1,P,,N,,,,,N,,N, ,,,,,,,,,2012-11-08,
1,2,7564,6352.0,12184,NINA,1,CANINA,2,SRD CANINO,242.0,"(242,""CARAMELO / BRANCA"")",CARAMELO / BRANCA,N,2011-08-26,F,,,,6.3,P,,N,,,,,N,,N,,,,,,,,,,2012-04-26,2021-05-26
