cod_setor,cod_grp_prod,ind_sit_produto,nom_grp_produto,sigla_grp_prod,cod_produto,id_produto,nom_prod_compra,ind_prod_estocavel,cod_unid_estoque,sigla_unid_estoque,nom_unid_estoque,cod_unid_consumo,sigla_unid_consumo,nom_unid_consumo,cod_fabricante
84,300,AP,MED - ANTIBIOTICOS,MED,1133,,"ENROTRIL SOLUçãO 20% FR: 50, 100, 250, 500 E 1.000 ML.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1134,,SANEMOSCA LARVICIDA FR 1 LITRO.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1135,,"ALBENDAZOL BARRICAS COM 10, 15, 20, 25 E 50 KG",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1136,,"SANEFLOX PREMIX CXA 100G, 500G, 1KG, 5KG, 10KG, 15KG E 20KG. 
 
DATA DO VENCIMENTO: 03 (TRêS) ANOS A",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1137,,"ENILCONAZOL SACO MULTIFOLHADOS COM 10, 15 E 20 KG",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1138,,TRIALBEN Pó SOLúVEL OVINOS ENV 31 E 158 GRAMAS.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1139,,SULFóXIDO DE ALBENDAZOL SACO 10 E 25 KG.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1140,,"SANECID EMB 200 E 500 ML, 1, 5, 20, 50 E 200 LITROS. 
 
 
",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1141,,SULFAMETOXAZOL SULFABRAS SACO 25 KG,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1142,,"TRISTEZOL FA 10 ML, EMBALAGENS 1,5 E 10 FRS.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1143,,SANEMOSCA FR 1 E 5 LITROS.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1144,,"DETOXAN ANTITóXICO INJETáVEL FA DE 20, 100 E 500 ML, CARTUCHOS INDIVIDUAIS.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1145,,SANILENE EMB 1 E 5 LITROS.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1146,,CLOSAC SUSPENSãO 15% FR 250 E 500 ML E 1 LITRO.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1147,,"CLOSANTEL SóDICO BARRICAS COM 5, 10 E 25 KG",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1148,,"NICOFLOX SACHê COM 35 G E FIBROLATAS 250 E 500 G; 1, 5 E 10KG.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1149,,DERMATEX SUSPENSãO FR 100 ML.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1150,,MEBEMBRáS POTE 60G E LATAS 600G DO PRODUTO.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1151,,SULFADIAZINA SóDICA FORMIL SACO 25 KG,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1152,,"FLUMESAN PREMIX SUíNOS EMB 1KG, 5KG, 15KG, 20KG E 25KG.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1153,,NICOTINATO DE NORFLOXACINA BARRICAS COM 25 KG,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1154,1154,"FLOXATRIL SOLUçãO 10% SOLUçãO PARA USO ORAL, PARA SER DILUíDA NA áGUA DE BEBIDA. ACONDICIONADO EM FR",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1155,,"LEVAMISAN Pó SOLúVEL APRESENTADO EM ENV 50, 100 E 500 G E FIBROLATAS 1 E 5 KG.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1156,,"FENBENBRAS Pó ORAL 10 % SUSP ANTI-HELMíNTICA PRONTA PARA USO, COMERCIALIZADA EM EMBALAGENS DE 250 E ",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1157,,SULFADIAZINA SACO 25 KG,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1158,,"ALLFOX SUSPENSãO FR 25, 50, 100, 250 E 500ML.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1159,,"CLORIDRATO DE BENZITIMIDE FA 100, 500 E 1000 G",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1160,,FLOXATRIL Pó SOLúVEL ENV DE 200 G,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1161,,SULFAMETAZINA FORMIL SACO 25 KG.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1162,,"BROMEXINA SANEBRáS - 1% EM FIBROLATAS 0,5 KG E BARRICAS DE 10 KG.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1163,,"TRIALBEN COBALTO SUSPENSãO EMB 250 E 500 MILILITROS, 1 LITRO E 5 LITROS.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1164,1164,FLOXATRIL SOLUçãO 20% SOLUçãO PARA USO ORAL A SER DILUíDA NA áGUA DE BEBIDA. ACONDICIONAR EM FRS DE ,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1165,,"OXFENDAZOL SACO 5, 10 E 50 KG",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1166,,"FENBENBRAS SUSPENSãO SUSP ANTI-HELMíNTICA PRONTA PARA USO, COMERCIALIZADA EM EMBALAGENS DE 250 E 500",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1167,,"MEBENDAZOL BARRICAS COM 5, 20 E 50 KG",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1168,,CLOSAC SUSPENSãO 10% FR 250 E 500 ML E 1 LITRO.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1169,,"VITAMINAS ADE INJETáVEIS APRESENTADO EM FAS DE 20 ML, 30 ML, 50 ML, 100ML, E 250 ML.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1170,,"DIFENBRáS EMB: 1KG, 5KG E 10KG.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1171,,"FENBENDAZOL FIBROLATAS COM 5, 10 E 50 KG.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1172,,OBAZONE EMB 1; 5; 20; E 200 LITROS.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1173,,"FLUBENDAZOL TAMBORES DE 5, 10 E 50 KG",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1174,,"DISOFENOL SANEBRAS INJETáVEL DISOFENOL SANEBRAS PARA BOVINOS, OVINOS E CAPRINOS NA CONCENTRAçãO DE 2",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1175,,"AMPICILINA PREMIX SOLúVEL EMBALAGENS: 1KG, 5KG E 10 KG.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1176,,"FERRO DEXTRAN INJETáVEL SANEBRáS EMB 20ML, 50ML, 100ML, 1 LITRO,20 LITROS E 50 LITROS. 
 
",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1177,,"FLUMESAN Pó SOLúVEL EMB 1 KG, 5 KG, 15 KG, 20 KG E 25 KG.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1178,,FLUVERM - SUíNOS POTE DE 500G.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1179,,"FENBENBRAS PASTA EQUINOS PASTA ANTI-HELMíNTICA PARA USO ORAL EM EQüINOS, ASININOS E MUARES, 37,6 1E ",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1180,,FLUVERM - AVES POTE DE 500G.,N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1181,,"LEVAMISAN F INJETáVEL APRESENTADO EMFR 25, 50, 100, 200 E 500 MILILITROS.",N,64,UND,UND,64,UND,UND,197.0
84,300,AP,MED - ANTIBIOTICOS,MED,1182,,RIPERCOL L SOLUçãO FA 1000 ML,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1183,,"POLI-TEST FRS PARA 500 E 1.000 TESTES, RESPECTIVAMENTE COM 25 E 50 ML.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1184,,"RAI VAC K - VACINA INATIVADA CONTRA RAIVA DOS BOVINOS, OVINOS, CAPRINOS, CANINOS E FELINOS FA 1, 10,",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1185,,NEW VAC B1-VAC.C/DOENçA DE NEWCASTLE FA 1.000 E 2.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1186,,PENTABIóTICO VETERINáRIO REFORçADO FA 6.000.000 UI.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1187,,"PARVO PRO OW - VACINA INATIVADA CONTRA PARVOVIROSE SUíNA, EM EMULSãO OLEOSA FA 15 DOSES (30 ML).",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1188,,MG TEST-ANTíG.MYCOPL.GALLISEPTICUM FA 200 E 2.000 TESTES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1189,,CHICK-N-POX - VACINA CONTRA A BOUBA AVIáRIA FA 1.000 DOSES,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1190,,MONOSINTOVAC - VACINA MONOVALENTE CONTRA CARBúNCULO SINTOMáTICO DE BOVINOS E OVINOS FA 50 DOSES (100,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1191,,GALAXY CV FR 1 DOSE .,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1192,,"ECLIPSE 4 - VACINA CONTRA RINOTRAQUEíTE, CALICIVIROSE, CLAMIDIOSE E PANLEUCOPENIA FELINAS FR 1 DOSE",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1193,,EDS VAC-VACINA CONTRA A SíNDROME DA QUEDA DE POSTURA DAS GALINHAS FR 1.000 DOSES (500 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1194,,"FEL-O-VAX LVK IV FR-AMP 1 ML (1 DOSE), CAIXAS COM 10, 20 OU 50 FR-AMP DE 1 ML.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1195,,PROVAC 4 ACL FA 500 ML EQUIVALENTE A 1.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1196,,PRO CELL - DILUENTE ESTERILIZADO FA 200 E 600 ML,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1197,,"POTENAY SORO FR 500ML, ACOMPANHADO DE AMP DE 5ML DE VITAMINA B12.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1198,,LEPTO BAC - BACTERINA CONTRA A LEPTOSPIROSE FR 1 DOSE DE 1ML.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1199,,"FEL-O-VAX PCT FA VIDRO DE 1ML (1 DOSE), CAIXAS COM 10 FR-AMP DE 1 ML (10 DOSES), 20 FR-AMP DE 1 ML (",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1200,,MD VAC CVI 988 - VACINA CONGELADA CONTRA DOENçA DE MAREK FA 1.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1201,,PROVAC AE - VACINA CONTRA A ENCEFALOMIELITE AVIáRIA FA 1.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1202,,"PROVAC TRI ACL FA 500 E 1000 DOSES (250 E 500 ML). 
 
",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1203,,PROXITANE 1512 FA 5 E 15 LITROS,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1204,,"PREMIER 3 - VACINA INATIVADA CONTRA IBR, BVD E PI3 (VíRUS DA RINOTRAQUEíTE, DIARRéIA E PARAINFLUENZA",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1205,,PENTABIóTICO VETERINáRIO PEQUENO PORTE FA 1.200.000 UI.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1206,,"FEVAXYN FELV-VAC.C/LEUCEMIA FELINA FR 1 DOSE (1ML). 
 
",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1207,,EQUILOID CXA COM 10 FR-AMP DE 10ML (100 DOSES) E CAIXA COM 25 SERINGAS COM 1ML (25 DOSES).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1208,,RIPERCOL L FA 30 G,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1209,,POXINE AE - VACINA CONTRA A BOUBA AVIáRIA E ENCEFALOMIELITE AVIáRIA FA 1.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1210,,POLI TEST - ANTíGENO COLORIDO DE PULOROSE K POLIVALENTE FA 500 TESTES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1211,,POTENAY ORAL NF FA 20 ML,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1212,,"PEST VAC - VACINA CONTRA A PESTE SUíNA CLáSSICA FA 10, 25 E 50 DOSES.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1213,,"CYDECTIN MOXIDECTIN FA 50, 200 E 500 ML.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1214,,"SUPOCADE CARRAPATICIDA FA 50, 250 E 1000 ML",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1215,,MG BAC - BACTERINA CONTRA MYCOPLASMA GALLISEPTICUM FA 1.000 DOSES (500 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1216,,RINITE VAC 3 FA 10 DOSES DE 3ML CADA,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1217,,"NEW VAC - B1 CXA COM 10FR 5.000, 2.000, 1.000, 500 E 100 DOSES.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1218,,"BURSINE K ACL FA 1.000 DOSES DE 0,5ML CADA",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1219,,POXINE - VACINA CONTRA A BOUBA AVIáRIA VíRUS VIVO AMOSTRA FORTE FA 1.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1220,,"PROVAC 4 - VACINA INATIVADA CONTRA NEWCASTLE, GUMBORO, BRONQUITE INFECCIOSA E REOVíRUS FA 1.000 DOSE",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1221,,FLUCORTAN SOLUçãO INJETáVEL FRS AMPOLA COM 10 ML.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1222,,ABOR VAC - VACINA CONTRA BRUCELOSE FA 10 E 15 DOSES .,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1223,,POULVAC NDW - VACINA VIVA CONTRA A DOENçA DE NEWCASTLE - CEPA ULSTER FA 1.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1224,,"PLEURO - VAC 4 FA 20, 30, 50 E 100ML.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1225,,"ALATOX FRS C/ 100ML, 500ML E 1 L",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1226,,SB1-VAC - VACINA CONGELADA CONTRA A DOENçA DE MAREK FA 1.000 DOSES (200 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1227,,POULVAC MIX 6 FR 500ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1228,,PARVO LEPTO 6 - VACINA CONTRA PARVOVIROSE E LEPTOSPIROSE SUíNA FA 10 DOSES (30 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1229,,MD VAC HVT - VACINA CONGELADA CONTRA A DOENçA DE MAREK FA 1.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1230,,NEW VAC K - VACINA CONTRA A DOENçA DE NEWCASTLE FA 1.000 DOSES (500 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1231,,"BURSINE PLUS
 FA 1.000 E 2.000 DOSES.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1232,,GALAXY DA2 P+L FA LIOFILIZADO E FR VACINA LíQUIDA DE 1 ML CADA.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1233,,BURSINE 2 - VACINA CONTRA A DOENçA DE GUMBORO FA 1.000 E 2.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1234,,"MD-BURSINE 2 TC AMP CONGELADAS COM 1000, 2000, 3000, 4000 OU 5000 DOSES.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1235,,PNEUMOABORT K + 1B - VACINA CONTRA RINOPNEUMONITE EQüINA FA 20 ML.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1236,,SUVAXYN RESPIFEND MH - BACTERINA CONTRA MYCOPLASMA HYOPNEUMONIAE FA 100ML,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1237,,MS - BAC FR 500ML.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1238,,"MD LIO VAC - VACINA CONTRA A DOENçA DE MAREK FA 500, 1.000, E 2.000 DOSES .",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1239,,RAI VAC - VACINA CONTRA RAIVA FA 1 E 10 DOSES .,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1240,,CORIZA OLEOSA 3 - BACTERINA CONTRA CORIZA INFECCIOSA DAS AVES FR 1.000 DOSES (500 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1241,,RAI VAC I - VACINA INATIVADA CONTRA A RAIVA DOS CãES E GATOS FA 1 DOSE (1ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1242,,MS TEST-ANTíG. MYCOPLASMA SYNOVIAE FA 165 TESTES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1243,,PLEURO VAC 4 - BACTERINA CONTRA PLEUROPNEUMONIA SUíNA FA 15 DOSES(30 ML).FA 15 DOSES(30 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1244,,"RIPERCOL L INJETáVEL FA 30, 100 E 250 ML.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1245,,NEW VAC LS - VACINA CONTRA A DOENçA DE NEWCASTLE FR 1.000 E 2.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1246,,NEW LS MASS I - VACINA CONTRA A DOENçA DE NEWCASTLE E BRONQUITE AVIáRIA FA 1.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1247,,"EDS NEW BRONZ VAC - VACINA INATIVADA CONTRA AS DOENçAS DE NEW CASTLE, BRONQUITE INFECCIOSA E SíNDROM",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1248,,"PARVO-PRO FA 10 DOSES (20 ML), 15 DOSES (30 ML), 25 DOSES (50 ML) E 50 DOSES (100 ML).",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1249,,"POLISINTOVAC OLEOSA - BACTERINA OLEOSA CONTRA CARBúNCULO SINTOMáTICO, GANGRENA GASOSA E ENTEROTOXEMI",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1250,,PARVOGUARD L - VACINA CONTRA A PARVOVIROSE CANINA FA 1 DOSE DE 1ML CADA.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1251,,BARRAGE FA 20 ML E 1 L,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1252,,"LEPTO BAC 6 - BACTERINA CONTRA A LEPTOSPIROSE BOVINA, EQUINA E SUíNA FR 30 DOSES (90 ML).",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1253,,FLUMAST FA 100 ML.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1254,,GANADOL BIDNSGSD COM 50 G.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1255,,MD LIO VAC + BURSINE 2 TC - VACINA LIOFILIZADA E ASSOCIADA CONTRA MAREK E GUMBORO FA 3.000 DOSES.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1256,,MATA BICHEIRA CYANAMID AEROSOL TUBOS COM 500 ML.,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1257,,MASS II CXA COM 10FR 1000 DOSES E 2000 DOSES E/OU AINDA EMBALAGENS COLETIVAS DE 10 E 20FR 5000 DOSES,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1258,,"FEL-O-VAX PCT-R - VACINA CONTRA RAIVA, RINOTRAQUEíTE, CALICIVIROSE E PANLEUCOPENIA FELINAS (VíRUS",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1259,,CORIZA GEL 3 - BACTERINA CONTRA CORIZA INFECCIOSA DAS AVES FR 1.000 DOSES (500 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1260,,ERIS VAC - BACTERINA CONTRA A ERISIPELA SUíNA FR 50 DOSES (100 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1261,,"RINITE VAC 3 PLUS - BACTERINA CONTRA RINITE ATRóFICA, PASTEURELOSE E ERISIPELA SUíNA FA 10 DOSES (30",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1262,,"GALAXY DA2 PPV L FR-AMP DIVIDIDO COM LIOFILIZADO COM 1 DOSE, ACOMPANHADO DE FR-AMP DE 1 ML DE DILUEN",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1263,,"ECLIPSE 4 + FEVAXYN FELV - VACINA CONTRA RINOTRAQUEíTE, CALICIVIROSE, PANLEUCOPENIA, CLAMIDIOSE E LE",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1264,,"SOLDERM - POMADA FR 5, 15, 30 OU 240ML E 1 APLICADOR PARA INSTILAçãO TóPICA.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1265,,"EDS PROVAC 3 - VACINA CONTRA EDS, NEW CASTLE, GUMBORO E BRONQUITE INFECCICOSA DAS AVES FR 1.000 DOSE",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1266,,"SUVAXYN I - AUJESZKY O/W FA VIDRO 20 ML E 100 ML, CAIXAS COM 4 UNIDADES.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1267,,MASS II - VACINA C/BRONQ.INFECCIOSA FR 1.000 DOSES,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1268,,SUVAXYN L6 - BACTERINA CONTRA A LESPTOSPIROSE SUíNA FA 30 DOSES (90 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1269,,"NEW VAC - LS CXA COM 10FR 5.000, 2.000 E 1.000 DOSES.",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1270,,"STOCKADE MOSQUICIDA FA 50, 250 E 1000 ML",N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1271,,ECO BAC PLUS - BACTERINA E.COLI FR 10 DOSES(20 ML).,N,64,UND,UND,64,UND,UND,198.0
84,300,AP,MED - ANTIBIOTICOS,MED,1272,,SUVAXYN RESPIFEND 3DT - VACINA INATIVADA CONJUGADA CONTRA RINITE ATRóFICA E ERISIPELA SUíNA FA 100ML,N,64,UND,UND,64,UND,UND,198.0
